,City,date,temperature
28198,Paris,1981-09-28,-2.8
28199,Paris,1969-10-01,-2.8
28200,Paris,1983-07-27,-2.8
28201,Paris,1987-06-06,-2.8
28202,Paris,1978-09-04,-2.8
28203,Paris,1965-04-01,-2.8
28204,Paris,1984-03-02,-2.8
28205,Paris,1979-06-28,-2.8
28206,Paris,1964-09-15,-2.8
28207,Paris,1968-06-19,-2.8
28208,Paris,1968-09-11,-2.8
28209,Paris,1977-04-18,-2.8
28210,Paris,1970-01-14,-2.8
28211,Paris,1985-01-07,-2.8
28212,Paris,1961-08-09,-2.8
28213,Paris,1967-01-03,-2.8
28214,Paris,1973-04-14,-2.8
28215,Paris,1978-11-14,-2.8
28216,Paris,1973-10-07,-2.8
28217,Paris,1964-05-05,-2.8
28218,Paris,1984-02-14,-2.8
28219,Paris,1983-06-06,-2.8
28220,Paris,1968-08-16,-2.8
28221,Paris,1980-06-07,-2.8
28222,Paris,1977-09-24,-2.8
28223,Paris,1967-03-06,-2.8
28224,Paris,1981-10-31,-2.8
28225,Paris,1984-04-05,-2.8
28226,Paris,1982-05-19,-2.8
28227,Paris,1973-08-16,-2.8
28228,Paris,1987-07-31,-2.8
28229,Paris,1960-10-19,-2.8
28230,Paris,1978-10-26,-2.8
28231,Paris,1963-07-10,-2.8
28232,Paris,1964-08-08,-2.8
28233,Paris,1963-12-28,-2.8
28234,Paris,1969-11-25,-2.8
28235,Paris,1978-11-09,-2.8
28236,Paris,1961-02-04,-2.8
28237,Paris,1985-09-23,-2.8
28238,Paris,1988-07-18,-2.8
28239,Paris,1980-07-11,-2.8
28240,Paris,1973-02-01,-2.8
28241,Paris,1974-10-29,-2.8
28242,Paris,1990-11-10,-2.8
28243,Paris,1961-07-24,-2.8
28244,Paris,1960-12-01,-2.8
28245,Paris,1979-05-16,-2.8
28246,Paris,1964-09-05,-2.8
28247,Paris,1961-04-08,-2.8
28248,Paris,1978-05-30,-2.8
28249,Paris,1972-03-20,-2.8
28250,Paris,1962-08-15,-2.8
28251,Paris,1979-11-26,2.4
28252,Paris,1988-09-24,6.4
28253,Paris,1980-01-30,8.9
28254,Paris,1974-06-13,9.6
28255,Paris,1965-05-02,13.8
28256,Paris,1975-04-06,16.5
28257,Paris,1975-03-18,20.0
28258,Paris,1979-01-14,18.1
28259,Paris,1969-06-03,15.5
28260,Paris,1989-02-17,8.7
28261,Paris,1971-12-19,-2.8
28262,Paris,1973-06-07,3.2
28263,Paris,1973-06-20,3.1
28264,Paris,1990-04-08,1.6
28265,Paris,1988-04-05,7.8
28266,Paris,1961-10-24,8.7
28267,Paris,1968-09-15,-2.8
28268,Paris,1963-07-01,17.2
28269,Paris,1969-05-20,18.5
28270,Paris,1988-02-29,18.3
28271,Paris,1984-06-14,13.9
28272,Paris,1985-05-06,-2.8
28273,Paris,1961-08-20,-2.8
28274,Paris,1982-03-27,-2.8
28275,Paris,1971-07-18,2.8
28276,Paris,1967-08-19,-2.8
28277,Paris,1969-05-22,7.3
28278,Paris,1988-12-01,9.0
28279,Paris,1964-10-13,-2.8
28280,Paris,1960-04-14,-2.8
28281,Paris,1974-04-02,-2.8
28282,Paris,1970-01-09,-2.8
28283,Paris,1964-04-12,-2.8
28284,Paris,1979-05-20,10.2
28285,Paris,1970-12-05,7.5
28286,Paris,1970-03-25,5.0
28287,Paris,1980-03-13,-0.1
28288,Paris,1970-06-09,3.8
28289,Paris,1971-11-23,8.0
28290,Paris,1964-03-17,9.3
28291,Paris,1976-07-15,13.7
28292,Paris,1981-11-09,18.5
28293,Paris,1966-03-13,19.2
28294,Paris,1970-11-17,17.0
28295,Paris,1973-08-27,15.4
28297,Paris,1983-04-23,5.1
28298,Paris,1974-09-20,4.0
28299,Paris,1960-08-08,2.3
28300,Paris,1976-06-12,2.0
28301,Paris,1972-10-23,3.4
28302,Paris,1962-01-21,8.9
28303,Paris,1969-03-14,14.4
28304,Paris,1987-10-27,16.8
28305,Paris,1975-08-30,17.6
28306,Paris,1969-05-10,18.6
28307,Paris,1977-05-05,15.0
28308,Paris,1970-12-03,11.8
28309,Paris,1979-09-16,7.4
28310,Paris,1974-07-28,3.7
28311,Paris,1967-06-28,-1.4
28312,Paris,1962-10-18,0.5
28313,Paris,1971-08-19,5.4
28314,Paris,1963-11-22,12.7
28315,Paris,1982-12-30,12.8
28316,Paris,1969-12-24,18.9
28317,Paris,1962-01-15,18.4
28318,Paris,1965-02-27,16.6
28319,Paris,1981-07-23,14.2
28320,Paris,1976-05-02,10.0
28321,Paris,1973-10-27,6.2
28322,Paris,1982-03-01,3.7
28323,Paris,1982-10-09,4.9
28324,Paris,1971-08-10,5.3
28325,Paris,1971-06-18,6.4
28326,Paris,1964-11-13,8.2
28327,Paris,1961-07-27,12.6
28328,Paris,1960-10-28,18.2
28329,Paris,1973-02-27,18.8
28330,Paris,1968-07-07,17.3
28331,Paris,1979-12-10,15.9
28332,Paris,1980-08-22,9.8
28333,Paris,1966-05-11,4.2
28334,Paris,1964-03-19,0.6
28335,Paris,1965-05-29,-0.1
28336,Paris,1963-01-20,3.1
28337,Paris,1984-03-04,5.7
28338,Paris,1987-08-24,9.8
28339,Paris,1984-02-20,13.8
28340,Paris,1974-04-26,17.8
28341,Paris,1976-03-05,21.4
28342,Paris,1985-08-22,18.3
28343,Paris,1966-01-09,14.2
28344,Paris,1976-11-30,7.3
28345,Paris,1971-10-09,6.6
28346,Paris,1979-01-28,2.3
28347,Paris,1987-06-11,-0.5
28348,Paris,1974-01-31,3.4
28349,Paris,1989-05-18,6.6
28350,Paris,1975-01-30,8.4
28351,Paris,1986-04-08,14.7
28352,Paris,1987-07-27,17.4
28353,Paris,1979-05-04,16.1
28354,Paris,1981-02-25,17.8
28355,Paris,1988-02-29,13.5
28356,Paris,1982-11-06,8.7
28357,Paris,1988-08-05,5.7
28358,Paris,1978-09-21,3.7
28359,Paris,1973-09-30,4.3
28360,Paris,1982-10-27,5.4
28361,Paris,1975-03-20,6.8
28362,Paris,1963-03-02,9.9
28363,Paris,1989-06-11,13.5
28364,Paris,1978-10-07,16.9
28365,Paris,1965-04-25,20.5
28366,Paris,1989-04-28,18.3
28367,Paris,1963-03-04,15.7
28368,Paris,1969-01-10,11.9
28369,Paris,1978-02-01,3.5
28370,Paris,1963-09-11,1.2
28371,Paris,1984-01-22,1.1
28372,Paris,1963-11-05,3.2
28373,Paris,1990-12-14,5.1
28374,Paris,1966-07-22,11.0
28375,Paris,1974-10-07,13.6
28376,Paris,1986-08-04,17.3
28377,Paris,1969-04-08,18.6
28378,Paris,1975-02-11,17.5
28379,Paris,1974-05-29,15.8
28380,Paris,1985-08-15,10.5
28381,Paris,1970-11-02,6.5
28382,Paris,1969-05-03,5.6
28383,Paris,1962-07-20,1.4
28384,Paris,1966-12-12,5.7
28385,Paris,1969-02-02,8.2
28386,Paris,1965-03-29,9.3
28387,Paris,1988-11-23,14.9
28388,Paris,1964-05-07,17.5
28389,Paris,1984-11-19,19.2
28390,Paris,1989-04-06,19.2
28391,Paris,1984-02-25,16.0
28392,Paris,1987-08-01,8.9
28393,Paris,1977-02-15,5.7
28394,Paris,1977-07-30,0.6
28395,Paris,1988-01-15,4.5
28396,Paris,1969-01-09,3.4
28397,Paris,1986-03-07,3.7
28398,Paris,1985-05-23,12.1
28399,Paris,1961-01-31,15.0
28400,Paris,1962-01-05,17.0
28401,Paris,1968-02-22,20.0
28402,Paris,1988-04-28,17.2
28403,Paris,1960-05-09,14.8
28404,Paris,1988-02-03,8.5
28405,Paris,1976-02-29,4.9
28406,Paris,1966-05-05,-0.0
28407,Paris,1988-01-28,-1.7
28408,Paris,1973-05-22,6.1
28409,Paris,1990-12-21,5.2
28410,Paris,1963-08-09,9.2
28411,Paris,1977-06-04,11.8
28412,Paris,1967-03-15,16.5
28413,Paris,1967-08-08,18.1
28414,Paris,1989-10-10,18.8
28415,Paris,1968-03-29,14.2
28416,Paris,1963-05-03,8.8
28417,Paris,1973-03-19,5.7
28418,Paris,1975-07-04,5.1
28419,Paris,1962-02-16,5.5
28420,Paris,1984-03-08,5.7
28421,Paris,1960-06-27,4.8
28422,Paris,1975-06-05,8.6
28423,Paris,1989-02-26,15.0
28424,Paris,1971-04-19,16.8
28425,Paris,1960-02-10,18.9
28426,Paris,1961-01-03,16.9
28427,Paris,1976-06-17,13.7
28428,Paris,1966-01-19,8.9
28429,Paris,1977-07-14,5.6
28430,Paris,1984-08-01,3.4
28431,Paris,1987-11-15,4.9
28432,Paris,1979-07-09,1.3
28433,Paris,1972-08-29,7.6
28434,Paris,1965-10-18,9.7
28435,Paris,1975-12-10,13.4
28436,Paris,1975-01-02,17.3
28437,Paris,1966-06-29,17.1
28438,Paris,1979-03-25,18.0
28439,Paris,1985-07-21,15.0
28440,Paris,1981-03-03,11.0
28441,Paris,1963-01-26,5.1
28442,Paris,1964-03-06,1.4
28443,Paris,1967-03-16,-1.2
28444,Paris,1976-07-18,2.0
28445,Paris,1970-11-14,5.8
28446,Paris,1981-09-08,10.5
28447,Paris,1984-01-28,13.3
28448,Paris,1980-04-28,17.0
28450,Paris,1982-12-04,18.8
28451,Paris,1987-01-04,16.1
28452,Paris,1974-05-14,10.8
28453,Paris,1961-06-21,6.8
28454,Paris,1960-01-22,2.1
28455,Paris,1985-07-15,-1.7
28456,Paris,1982-04-12,7.0
28457,Paris,1970-11-30,6.6
28458,Paris,1979-06-14,8.2
28459,Paris,1964-12-22,12.4
28460,Paris,1978-10-20,15.6
28461,Paris,1977-04-16,17.8
28462,Paris,1960-12-29,18.3
28463,Paris,1979-05-12,15.6
28464,Paris,1983-08-29,10.6
28465,Paris,1971-08-28,8.2
28466,Paris,1960-09-09,1.6
28467,Paris,1972-11-09,0.3
28468,Paris,1976-06-01,4.6
28469,Paris,1988-02-20,4.7
28470,Paris,1971-12-06,9.8
28471,Paris,1969-07-28,13.7
28472,Paris,1973-02-13,16.2
28473,Paris,1982-08-31,18.2
28474,Paris,1969-12-31,18.2
28475,Paris,1979-03-07,14.1
28476,Paris,1984-03-04,10.7
28477,Paris,1988-09-22,6.8
28478,Paris,1961-03-05,3.6
28479,Paris,1990-12-22,3.3
28480,Paris,1982-02-20,3.7
28481,Paris,1982-10-01,5.6
28482,Paris,1980-01-30,9.7
28483,Paris,1961-07-01,13.5
28484,Paris,1972-04-26,15.6
28485,Paris,1986-02-19,18.3
28486,Paris,1971-07-19,17.7
28487,Paris,1960-06-06,15.0
28488,Paris,1962-07-12,7.4
28489,Paris,1976-05-06,7.2
28490,Paris,1987-06-11,4.2
28491,Paris,1963-08-26,2.2
28492,Paris,1979-06-23,3.8
28493,Paris,1975-08-25,4.5
28494,Paris,1977-02-27,7.4
28495,Paris,1961-06-09,13.0
28496,Paris,1978-11-08,15.8
28497,Paris,1974-07-07,17.1
28498,Paris,1960-02-05,18.6
28499,Paris,1988-02-09,16.4
28500,Paris,1962-11-11,9.8
28501,Paris,1987-01-01,6.7
28502,Paris,1972-10-12,4.5
28503,Paris,1988-06-09,2.1
28504,Paris,1985-08-16,2.8
28505,Paris,1984-05-15,4.7
28506,Paris,1972-06-15,6.5
28507,Paris,1974-02-14,15.2
28508,Paris,1967-09-14,15.9
28509,Paris,1977-12-25,18.8
28510,Paris,1966-10-01,17.5
28511,Paris,1980-05-19,14.9
28512,Paris,1975-03-15,10.8
28513,Paris,1963-04-15,5.1
28514,Paris,1966-04-20,5.3
28515,Paris,1963-01-30,1.7
28516,Paris,1979-02-16,4.9
28517,Paris,1960-10-30,7.0
28518,Paris,1966-04-30,8.8
28519,Paris,1990-02-04,12.1
28520,Paris,1989-10-11,18.5
28521,Paris,1966-12-07,18.8
28522,Paris,1980-03-03,18.7
28523,Paris,1966-03-09,16.0
28524,Paris,1989-01-31,12.5
28525,Paris,1977-07-02,7.9
28526,Paris,1969-10-21,4.5
28527,Paris,1965-04-02,4.1
28528,Paris,1974-05-22,1.9
28529,Paris,1969-08-09,6.0
28530,Paris,1988-10-13,9.2
28531,Paris,1978-08-28,12.9
28532,Paris,1962-10-29,16.5
28533,Paris,1990-10-20,17.7
28534,Paris,1985-09-18,18.4
28535,Paris,1968-06-07,15.5
28536,Paris,1962-04-25,11.1
28537,Paris,1989-04-03,6.2
28538,Paris,1971-03-18,4.6
28539,Paris,1973-08-28,2.2
28540,Paris,1980-12-01,4.6
28541,Paris,1964-03-28,8.1
28542,Paris,1964-06-10,10.5
28543,Paris,1987-02-05,13.7
28544,Paris,1961-12-29,17.3
28545,Paris,1978-09-16,18.3
28546,Paris,1969-04-09,19.5
28547,Paris,1963-06-18,14.4
28548,Paris,1969-07-27,9.8
28549,Paris,1977-08-26,4.0
28550,Paris,1981-03-23,1.5
28551,Paris,1989-11-04,3.8
28552,Paris,1965-07-26,6.7
28553,Paris,1986-12-31,7.3
28554,Paris,1984-06-07,9.8
28555,Paris,1965-07-01,13.3
28556,Paris,1988-12-23,18.3
28557,Paris,1989-08-27,19.0
28558,Paris,1963-04-17,18.1
28559,Paris,1964-05-15,16.0
28560,Paris,1989-05-02,10.4
28561,Paris,1979-09-12,5.2
28562,Paris,1989-12-25,3.0
28563,Paris,1963-11-21,-1.7
28564,Paris,1989-09-17,5.2
28565,Paris,1962-01-12,7.8
28566,Paris,1983-07-22,10.2
28567,Paris,1971-02-02,12.1
28568,Paris,1967-02-07,17.1
28569,Paris,1961-05-27,19.3
28570,Paris,1979-07-28,18.5
28571,Paris,1984-12-10,14.1
28572,Paris,1978-08-05,11.0
28573,Paris,1988-12-21,5.9
28574,Paris,1979-06-02,3.5
28575,Paris,1978-01-22,1.5
28576,Paris,1985-09-23,2.2
28577,Paris,1979-12-03,8.1
28578,Paris,1979-11-15,8.4
28579,Paris,1987-04-16,13.2
28580,Paris,1971-03-05,16.0
28581,Paris,1967-08-23,17.8
28582,Paris,1990-01-27,19.1
28583,Paris,1962-08-16,15.6
28584,Paris,1983-04-30,11.4
28585,Paris,1990-01-31,7.1
28586,Paris,1983-02-28,1.7
28587,Paris,1980-06-29,2.0
28588,Paris,1972-07-25,2.9
28589,Paris,1978-03-15,6.2
28590,Paris,1969-12-19,10.7
28591,Paris,1975-01-02,14.8
28592,Paris,1975-01-10,17.2
28593,Paris,1966-09-04,20.8
28594,Paris,1979-07-24,19.3
28595,Paris,1965-01-12,13.6
28596,Paris,1980-11-03,9.3
28597,Paris,1983-05-12,7.0
28598,Paris,1961-02-21,5.7
28599,Paris,1975-10-15,-0.1
28600,Paris,1976-03-01,5.8
28601,Paris,1977-07-23,7.6
28602,Paris,1971-03-19,11.8
28603,Paris,1962-10-29,15.0
28604,Paris,1977-05-20,16.0
28605,Paris,1966-11-12,19.5
28606,Paris,1971-03-22,19.5
28607,Paris,1975-02-12,16.9
28608,Paris,1974-04-29,12.5
28609,Paris,1963-07-27,6.6
28610,Paris,1961-05-23,5.3
28611,Paris,1970-11-07,-0.4
28612,Paris,1982-01-19,1.9
28613,Paris,1968-02-05,9.4
28614,Paris,1969-05-05,9.4
28615,Paris,1984-01-13,15.6
28616,Paris,1980-03-30,17.6
28617,Paris,1987-11-21,19.5
28618,Paris,1978-03-30,20.2
28619,Paris,1960-11-14,16.1
28620,Paris,1987-01-24,11.0
28621,Paris,1977-03-23,5.3
28622,Paris,1981-06-18,2.1
28623,Paris,1985-05-07,2.2
28624,Paris,1982-05-01,5.3
28625,Paris,1970-12-19,7.5
28626,Paris,1965-09-03,11.4
28627,Paris,1971-01-01,15.1
28628,Paris,1989-06-19,18.4
28629,Paris,1971-07-14,19.9
28630,Paris,1967-02-07,19.5
28631,Paris,1979-09-18,15.8
28632,Paris,1967-12-16,10.1
28633,Paris,1962-11-23,6.5
28634,Paris,1983-08-31,5.0
28635,Paris,1975-04-15,4.6
28636,Paris,1987-10-27,0.3
28637,Paris,1968-09-05,5.3
28638,Paris,1972-03-06,7.9
28639,Paris,1967-03-06,12.0
28640,Paris,1967-01-21,18.6
28641,Paris,1972-12-03,19.8
28642,Paris,1988-07-10,17.7
28643,Paris,1979-11-26,15.1
28644,Paris,1984-10-07,8.6
28645,Paris,1987-01-31,2.8
28646,Paris,1960-02-11,1.8
28647,Paris,1984-04-28,4.5
28648,Paris,1983-06-06,5.7
28649,Paris,1983-01-26,5.1
28650,Paris,1960-11-11,10.7
28651,Paris,1967-07-18,13.8
28652,Paris,1980-08-16,17.5
28653,Paris,1968-08-24,21.3
28654,Paris,1979-02-12,18.7
28655,Paris,1976-04-26,15.3
28656,Paris,1968-03-18,11.0
28657,Paris,1971-01-18,6.4
28658,Paris,1980-10-24,2.0
28659,Paris,1975-10-27,-0.5
28660,Paris,1974-05-28,0.9
28661,Paris,1972-10-16,4.7
28662,Paris,1962-06-12,7.4
28663,Paris,1967-03-26,16.5
28664,Paris,1965-08-14,17.8
28665,Paris,1960-12-10,19.0
28666,Paris,1967-08-10,16.7
28667,Paris,1984-07-27,16.6
28668,Paris,1975-01-08,7.5
28669,Paris,1973-02-24,6.4
28670,Paris,1985-10-25,0.4
28671,Paris,1984-01-11,2.8
28672,Paris,1974-02-13,0.4
28673,Paris,1974-02-05,1.5
28674,Paris,1965-06-22,7.9
28675,Paris,1982-05-09,13.7
28676,Paris,1984-03-21,17.3
28677,Paris,1989-09-07,18.6
28678,Paris,1970-02-24,16.8
28679,Paris,1970-04-06,16.6
28680,Paris,1968-06-29,10.0
28681,Paris,1989-04-29,5.8
28682,Paris,1983-10-13,2.5
28683,Paris,1976-12-16,3.4
28684,Paris,1962-09-09,3.7
28685,Paris,1978-03-24,3.3
28686,Paris,1972-08-19,10.4
28687,Paris,1971-09-26,13.6
28688,Paris,1983-11-08,18.1
28689,Paris,1965-11-16,17.4
28690,Paris,1966-07-24,17.4
28691,Paris,1986-10-25,14.0
28692,Paris,1969-10-31,8.1
28693,Paris,1963-02-19,3.6
28694,Paris,1984-06-07,2.9
28695,Paris,1980-06-15,1.1
28696,Paris,1960-06-14,4.7
28697,Paris,1962-01-23,8.2
28698,Paris,1986-07-29,8.9
28699,Paris,1989-09-26,12.3
28700,Paris,1969-04-21,17.1
28701,Paris,1970-11-09,17.8
28702,Paris,1979-02-17,18.6
28703,Paris,1969-05-22,15.0
28704,Paris,1983-04-13,11.6
28705,Paris,1984-12-25,5.8
28706,Paris,1976-01-29,5.2
28707,Paris,1967-12-08,3.7
28708,Paris,1968-12-03,5.4
28709,Paris,1966-08-22,6.0
28710,Paris,1968-08-20,10.6
28711,Paris,1974-12-12,15.7
28712,Paris,1979-07-02,17.9
28713,Paris,1972-02-24,19.8
28714,Paris,1986-03-13,18.0
28715,Paris,1970-07-23,16.1
28716,Paris,1981-09-14,9.9
28717,Paris,1984-06-04,3.7
28718,Paris,1988-08-13,-0.9
28719,Paris,1986-11-28,0.8
28720,Paris,1987-06-10,5.2
28721,Paris,1968-04-27,2.5
28722,Paris,1964-09-01,9.2
28723,Paris,1969-10-25,15.7
28724,Paris,1977-08-22,15.3
28725,Paris,1978-05-22,18.1
28726,Paris,1972-05-19,18.1
28727,Paris,1970-05-05,14.5
28728,Paris,1990-11-27,9.5
28729,Paris,1984-03-12,4.4
28730,Paris,1973-07-22,4.3
28731,Paris,1984-04-06,3.2
28732,Paris,1981-01-09,5.7
28733,Paris,1978-04-06,7.5
28734,Paris,1990-07-17,7.9
28735,Paris,1963-04-27,14.6
28736,Paris,1985-05-22,17.1
28737,Paris,1962-06-14,17.3
28738,Paris,1961-04-14,18.6
28739,Paris,1966-04-14,13.9
28740,Paris,1971-09-10,11.4
28741,Paris,1987-03-19,5.9
28743,Paris,1973-10-10,4.9
28744,Paris,1971-10-31,4.2
28745,Paris,1964-05-30,6.5
28746,Paris,1989-06-12,12.1
28747,Paris,1966-01-27,12.7
28748,Paris,1965-01-17,16.7
28749,Paris,1961-06-15,18.3
28750,Paris,1988-11-18,19.4
28751,Paris,1973-12-29,15.4
28752,Paris,1977-03-19,9.8
28753,Paris,1974-12-26,4.9
28754,Paris,1969-05-26,2.9
28755,Paris,1986-04-06,3.1
28756,Paris,1980-08-24,3.4
28757,Paris,1976-06-10,7.3
28758,Paris,1975-03-30,11.9
28759,Paris,1960-10-18,12.8
28760,Paris,1986-12-20,16.2
28761,Paris,1986-03-25,18.5
28762,Paris,1977-03-24,19.1
28763,Paris,1985-06-13,13.7
28764,Paris,1987-11-30,11.1
28765,Paris,1970-08-08,5.9
28766,Paris,1974-10-15,4.0
28767,Paris,1966-07-15,1.2
28768,Paris,1965-02-04,5.3
28769,Paris,1969-04-23,6.4
28770,Paris,1965-09-28,8.2
28771,Paris,1976-10-08,12.4
28772,Paris,1987-03-15,15.8
28773,Paris,1989-02-17,21.4
28774,Paris,1965-03-14,19.3
28775,Paris,1972-08-30,14.2
28776,Paris,1967-07-21,12.1
28777,Paris,1988-05-09,6.7
28778,Paris,1977-10-27,4.9
28779,Paris,1973-01-05,1.8
28780,Paris,1983-04-27,7.1
28781,Paris,1973-11-08,8.9
28782,Paris,1988-12-30,12.5
28783,Paris,1982-10-19,13.1
28784,Paris,1974-07-13,17.4
28785,Paris,1982-12-11,21.4
28786,Paris,1968-08-20,18.0
28787,Paris,1971-09-13,14.1
28788,Paris,1975-08-17,10.4
28789,Paris,1982-02-02,7.3
28790,Paris,1975-12-18,1.1
28791,Paris,1974-10-31,-3.0
28792,Paris,1971-10-10,2.9
28793,Paris,1985-03-29,5.7
28794,Paris,1964-06-05,10.8
28795,Paris,1971-10-15,13.7
28796,Paris,1980-02-02,16.9
28797,Paris,1966-03-12,16.9
28798,Paris,1969-10-06,19.0
28799,Paris,1987-06-15,17.0
28800,Paris,1964-07-03,13.2
28801,Paris,1963-09-07,5.2
28802,Paris,1982-03-19,6.2
28803,Paris,1983-10-28,6.7
28804,Paris,1976-07-17,4.6
28805,Paris,1967-12-09,4.3
28806,Paris,1963-05-21,10.2
28807,Paris,1972-08-15,13.1
28808,Paris,1975-11-05,16.3
28809,Paris,1980-03-22,17.6
28810,Paris,1972-09-14,18.6
28811,Paris,1968-01-20,16.7
28812,Paris,1980-09-01,9.6
28814,Paris,1962-07-23,0.0
28815,Paris,1989-12-07,3.0
28816,Paris,1984-08-25,3.4
28817,Paris,1972-05-07,5.1
28818,Paris,1963-08-22,10.2
28819,Paris,1990-05-15,14.7
28820,Paris,1971-02-18,15.0
28821,Paris,1970-12-26,20.4
28822,Paris,1963-02-05,18.7
28823,Paris,1965-11-28,14.7
28824,Paris,1979-11-25,9.6
28825,Paris,1975-01-18,6.5
28826,Paris,1979-03-17,5.3
28827,Paris,1960-04-30,3.2
28828,Paris,1968-11-21,4.2
28829,Paris,1977-01-15,5.9
28830,Paris,1967-07-20,11.2
28831,Paris,1980-11-04,14.2
28832,Paris,1975-09-17,18.0
28833,Paris,1982-04-19,18.6
28834,Paris,1970-09-24,18.9
28835,Paris,1972-05-30,15.2
28836,Paris,1979-06-14,10.8
28837,Paris,1961-09-02,5.4
28838,Paris,1986-07-02,0.6
28839,Paris,1963-05-23,-0.7
28840,Paris,1976-04-20,4.0
28841,Paris,1981-08-15,4.7
28842,Paris,1981-06-02,7.0
28843,Paris,1981-07-28,11.9
28844,Paris,1978-09-28,15.6
28845,Paris,1982-10-05,17.6
28846,Paris,1965-06-08,17.5
28847,Paris,1988-12-31,14.7
28848,Paris,1987-01-15,9.8
28849,Paris,1978-09-05,5.6
28850,Paris,1983-02-11,-1.0
28851,Paris,1988-08-15,3.4
28852,Paris,1984-05-14,2.3
28853,Paris,1960-09-30,4.2
28854,Paris,1984-12-26,12.0
28855,Paris,1970-04-27,15.4
28856,Paris,1965-12-24,14.9
28857,Paris,1979-09-24,19.0
28858,Paris,1980-04-16,19.4
28859,Paris,1986-07-05,15.6
28860,Paris,1983-02-22,9.5
28861,Paris,1976-12-20,6.8
28862,Paris,1979-11-27,3.0
28863,Paris,1967-02-18,4.1
28864,Paris,1990-08-13,3.7
28865,Paris,1964-06-24,7.9
28866,Paris,1986-06-30,9.7
28867,Paris,1974-08-25,13.9
28868,Paris,1973-02-04,15.8
28869,Paris,1960-06-01,17.6
28870,Paris,1985-05-26,18.4
28871,Paris,1987-05-07,16.0
28872,Paris,1960-04-29,11.1
28873,Paris,1966-05-21,6.1
28874,Paris,1984-11-11,3.5
28875,Paris,1966-09-21,-0.8
28876,Paris,1963-07-29,3.9
28877,Paris,1973-02-22,6.3
28878,Paris,1985-07-23,10.2
28879,Paris,1988-03-30,13.5
28880,Paris,1975-08-03,17.2
28881,Paris,1973-12-04,16.8
28882,Paris,1960-09-15,20.5
28883,Paris,1969-05-10,16.0
28884,Paris,1969-10-15,11.7
28885,Paris,1965-07-14,6.1
28886,Paris,1989-02-21,3.8
28887,Paris,1966-06-17,0.2
28888,Paris,1962-09-05,0.8
28889,Paris,1990-06-19,6.0
28890,Paris,1976-10-29,11.2
28891,Paris,1984-05-28,11.8
28892,Paris,1979-06-20,16.2
28893,Paris,1972-04-30,20.0
28894,Paris,1975-12-24,19.1
28895,Paris,1961-09-21,13.2
28896,Paris,1969-01-26,9.6
28897,Paris,1974-11-16,6.3
28898,Paris,1975-11-11,4.5
28899,Paris,1963-05-06,6.1
28900,Paris,1963-08-13,2.4
28901,Paris,1963-01-04,5.5
28902,Paris,1962-08-13,8.6
28903,Paris,1961-12-02,15.3
28904,Paris,1974-11-04,18.1
28905,Paris,1970-06-29,17.8
28906,Paris,1987-05-16,17.4
28907,Paris,1986-05-18,16.2
28908,Paris,1982-10-28,10.7
28909,Paris,1990-07-01,6.4
28910,Paris,1979-08-07,0.8
28911,Paris,1961-11-11,0.6
28912,Paris,1960-01-29,3.5
28913,Paris,1981-12-31,5.9
28914,Paris,1974-06-06,8.2
28915,Paris,1974-09-10,11.9
28916,Paris,1977-05-10,14.9
28917,Paris,1971-04-12,16.9
28918,Paris,1990-07-13,17.5
28919,Paris,1990-12-21,15.7
28920,Paris,1967-12-07,8.2
28921,Paris,1962-01-17,3.4
28922,Paris,1983-05-06,2.5
28923,Paris,1983-03-13,4.9
28924,Paris,1981-09-13,5.6
28925,Paris,1981-07-18,6.3
28926,Paris,1983-02-18,7.2
28927,Paris,1971-03-04,15.6
28928,Paris,1974-12-03,17.1
28929,Paris,1981-02-04,18.2
28930,Paris,1975-05-11,17.9
28931,Paris,1970-12-04,15.4
28932,Paris,1980-07-31,10.3
28933,Paris,1965-08-22,8.1
28934,Paris,1990-03-22,7.5
28935,Paris,1964-10-15,1.8
28936,Paris,1972-12-29,4.9
28937,Paris,1969-10-26,3.0
28938,Paris,1978-10-30,8.4
28939,Paris,1968-02-09,15.1
28940,Paris,1969-12-27,15.9
28941,Paris,1966-03-18,20.4
28942,Paris,1979-07-22,20.8
28943,Paris,1977-05-18,13.2
28944,Paris,1985-03-27,12.0
28945,Paris,1986-07-24,5.7
28946,Paris,1983-04-28,1.8
28947,Paris,1973-08-05,1.9
28948,Paris,1983-10-03,2.1
28950,Paris,1977-12-20,7.0
28951,Paris,1976-01-04,16.3
28952,Paris,1983-12-19,15.5
28953,Paris,1980-12-25,20.6
28954,Paris,1986-06-26,18.9
28955,Paris,1978-03-24,14.2
28956,Paris,1971-04-17,8.1
28957,Paris,1962-06-08,6.3
28958,Paris,1983-09-05,0.4
28959,Paris,1972-12-01,3.1
28960,Paris,1968-06-08,7.1
28961,Paris,1965-11-04,6.6
28962,Paris,1981-08-14,6.0
28963,Paris,1968-09-08,14.7
28964,Paris,1963-11-28,15.4
28965,Paris,1976-09-06,17.2
28966,Paris,1984-02-22,17.5
28967,Paris,1981-06-03,13.8
28968,Paris,1986-03-10,8.9
28969,Paris,1960-12-28,4.2
28970,Paris,1981-02-16,4.3
28971,Paris,1968-08-08,-0.9
28972,Paris,1979-02-16,1.8
28973,Paris,1985-04-12,7.6
28974,Paris,1967-04-29,9.1
