,cmd_city,cmd_month,cmd_day,cmd_mean,cmd_max,cmd_min,mean,max,min,diff_mean,diff_max,diff_min
2511,Tokyo,1,13,12.98,25.3,0.7,13.663742690058477,9.9,-0.3,-0.6837426900584767,15.4,1.0
2512,Tokyo,6,19,14.016666666666667,4.9,15.1,12.282738095238095,9.9,-0.0,1.7339285714285726,-5.0,15.1
2513,Tottori,3,13,11.6,4.9,21.5,14.279096045197738,9.8,1.6,-2.6790960451977384,-4.9,19.9
2514,Tottori,5,30,13.0,6.0,20.0,14.698787878787886,9.8,10.0,-1.6987878787878863,-3.8000000000000007,10.0
2515,Tottori,12,11,9.1,3.0,2.7,14.370760233918125,9.5,1.5,-5.270760233918125,-6.5,1.2000000000000002
2516,Uppsala,3,5,2.02,2.2,-2.8,3.441911764705881,9.9,-0.1,-1.421911764705881,-7.7,-2.6999999999999997
2517,Uppsala,5,28,6.239999999999999,9.2,-1.6,5.138188976377949,9.8,-0.2,1.1018110236220506,-0.6000000000000014,-1.4000000000000001
2518,Warsaw,8,4,9.016666666666666,7.5,-13.6,7.398275862068967,9.8,-0.1,1.6183908045976985,-2.3000000000000007,-13.5
2519,Warsaw,8,28,8.719999999999999,5.0,0.9,7.398275862068967,9.8,-0.1,1.3217241379310316,-4.800000000000001,1.0
2520,Warsaw,9,5,8.945454545454547,9.6,-8.0,7.808750000000005,9.8,-0.0,1.136704545454542,-0.20000000000000107,-8.0
2521,Warsaw,10,30,5.2,4.9,-2.8,7.921428571428572,9.7,-0.2,-2.7214285714285715,-4.799999999999999,-2.5999999999999996
2522,Wroclaw,5,4,4.4,13.5,-2.1,7.266942148760331,9.9,-0.0,-2.866942148760331,3.5999999999999996,-2.1
2523,Auckland,6,29,10.8,10.8,10.8,14.953086419753086,19.5,10.8,-4.153086419753086,-8.7,0.0
2524,Auckland,9,21,14.633333333333333,17.6,12.2,15.431851851851853,20.5,10.4,-0.7985185185185202,-2.8999999999999986,1.799999999999999
2525,Brasília,9,17,20.916666666666668,22.7,18.7,20.605263157894743,25.2,-2.8,0.31140350877192446,-2.5,21.5
2526,Canoas,4,15,17.2,22.4,11.7,17.463793103448282,24.8,-2.8,-0.26379310344828255,-2.400000000000002,14.5
2527,Canoas,10,21,14.783333333333333,24.2,10.5,17.41896551724138,25.1,-2.8,-2.6356321839080454,-0.9000000000000021,13.3
2528,Cape Town,6,11,16.155555555555555,19.9,11.4,16.01714285714286,21.0,11.4,0.13841269841269366,-1.1000000000000014,0.0
2529,Cape Town,10,24,15.885714285714284,20.1,11.3,16.128402366863913,22.0,-2.8,-0.2426880811496286,-1.8999999999999986,14.100000000000001
2530,Cape Town,11,6,17.3,20.2,12.3,16.020143884892082,21.6,-2.8,1.2798561151079184,-1.4000000000000021,15.100000000000001
2531,Hamilton,10,5,13.48,17.4,10.1,13.93949044585987,9.9,10.0,-0.45949044585986876,7.499999999999998,0.09999999999999964
2532,Hamilton,10,18,14.249999999999996,9.6,12.0,13.93949044585987,9.9,10.0,0.31050955414012726,-0.3000000000000007,2.0
2533,Johannesburg,1,12,13.76,9.7,10.8,14.73051948051949,9.7,10.1,-0.9705194805194903,0.0,0.7000000000000011
2534,Johannesburg,4,23,15.1,9.5,20.7,14.767999999999997,9.7,-2.8,0.3320000000000025,-0.1999999999999993,23.5
2535,Johannesburg,6,24,15.366666666666667,8.6,12.0,14.852980132450336,9.8,-2.8,0.5136865342163315,-1.200000000000001,14.8
2536,Kherson,5,26,9.122222222222224,6.8,-0.9,8.737209302325576,9.9,-0.0,0.38501291989664743,-3.1000000000000005,-0.9
2537,Kiev,10,25,6.65,18.4,-2.8,8.109689922480623,9.5,-0.2,-1.4596899224806226,8.899999999999999,-2.5999999999999996
2538,Kiev,11,21,5.56,8.2,-2.1,6.582329317269079,9.8,-0.1,-1.0223293172690795,-1.6000000000000014,-2.0
2539,Kiev,12,2,1.2875,8.7,-10.7,5.73851851851852,9.9,-0.1,-4.45101851851852,-1.200000000000001,-10.6
2540,Lvov,1,14,6.3307692307692305,6.1,-1.7,7.475502008032128,9.5,-0.2,-1.144732777262898,-3.4000000000000004,-1.5
2541,Marseille,5,4,16.74,22.8,10.0,15.134782608695655,9.9,-2.8,1.6052173913043433,12.9,12.8
2542,Marseille,6,9,15.65,8.3,10.6,14.824603174603174,9.9,-2.8,0.825396825396826,-1.5999999999999996,13.399999999999999
2543,Marseille,6,11,14.422222222222224,9.2,-2.8,14.824603174603174,9.9,-2.8,-0.40238095238095006,-0.7000000000000011,0.0
2544,Odesa,5,3,7.466666666666665,7.9,-0.3,9.846296296296302,9.8,-0.0,-2.379629629629637,-1.9000000000000004,-0.3
2545,Paris,8,14,12.72,6.0,17.6,10.346181818181812,9.9,-0.9,2.373818181818189,-3.9000000000000004,18.5
2546,Stockholm,4,11,4.58,4.9,-0.4,5.683265306122453,9.8,-0.0,-1.103265306122453,-4.9,-0.4
2547,Stockholm,9,20,0.5333333333333332,5.1,-1.5,6.266796875000003,9.6,-0.3,-5.73346354166667,-4.5,-1.2
2548,Tokyo,4,8,8.7,9.8,15.0,13.213690476190473,9.8,-0.4,-4.513690476190474,0.0,15.4
2549,Tokyo,5,6,11.833333333333334,7.9,0.7,12.035542168674699,9.7,-0.1,-0.2022088353413647,-1.799999999999999,0.7999999999999999
2550,Tokyo,6,5,7.133333333333333,4.0,0.6,12.282738095238095,9.9,-0.0,-5.149404761904762,-5.9,0.6
2551,Tottori,3,23,13.875,9.7,13.5,14.279096045197738,9.8,1.6,-0.404096045197738,-0.10000000000000142,11.9
2552,Uppsala,5,30,0.35555555555555585,6.7,-1.2,5.138188976377949,9.8,-0.2,-4.782633420822393,-3.1000000000000005,-1.0
2553,Wroclaw,5,20,5.300000000000001,9.5,-1.7,7.266942148760331,9.9,-0.0,-1.9669421487603307,-0.40000000000000036,-1.7
2554,Wroclaw,12,9,6.5299999999999985,5.6,-0.8,7.116776315789475,9.8,-0.0,-0.5867763157894768,-4.200000000000001,-0.8
2555,Auckland,3,30,14.2,16.9,12.1,15.377439024390247,20.9,10.8,-1.1774390243902477,-4.0,1.299999999999999
2556,Auckland,9,5,14.183333333333332,18.1,12.0,15.431851851851853,20.5,10.4,-1.2485185185185212,-2.3999999999999986,1.5999999999999996
2557,Brasília,5,16,18.54285714285714,23.5,-2.8,20.92705882352942,25.9,-2.8,-2.3842016806722803,-2.3999999999999986,0.0
2558,Cape Town,10,20,17.0,21.8,12.1,16.128402366863913,22.0,-2.8,0.8715976331360871,-0.1999999999999993,14.899999999999999
2559,Hamilton,6,8,13.022222222222224,9.7,10.4,13.955921052631577,9.9,10.0,-0.9336988304093534,-0.20000000000000107,0.40000000000000036
2560,Hamilton,8,5,14.666666666666666,17.5,11.2,13.578666666666669,9.9,10.0,1.0879999999999974,7.6,1.1999999999999993
2561,Johannesburg,11,28,16.671428571428574,8.5,15.5,14.938181818181823,9.7,10.0,1.7332467532467515,-1.1999999999999993,5.5
2562,Kiev,6,17,12.46,9.6,-1.3,6.332269503546096,9.8,-0.1,6.127730496453905,-0.20000000000000107,-1.2
2563,Odesa,8,16,8.322222222222223,8.6,-0.9,9.957251908396948,9.6,-0.0,-1.6350296861747253,-1.0,-0.9
2564,Paris,3,16,6.2124999999999995,8.6,-1.2,9.570758122743685,9.9,-0.1,-3.3582581227436856,-1.3000000000000007,-1.0999999999999999
2565,Tokyo,3,30,8.03,2.9,0.3,12.420441988950278,9.7,-0.0,-4.390441988950279,-6.799999999999999,0.3
2566,Tokyo,10,31,10.75,3.6,11.9,12.615527950310554,9.6,-0.0,-1.865527950310554,-6.0,11.9
2567,Tottori,3,7,13.025,9.5,10.5,14.279096045197738,9.8,1.6,-1.2540960451977377,-0.3000000000000007,8.9
2568,Tottori,5,17,18.0,9.0,10.1,14.698787878787886,9.8,10.0,3.3012121212121137,-0.8000000000000007,0.09999999999999964
2569,Uppsala,2,4,3.84,8.5,-0.0,5.086988847583644,9.9,-0.0,-1.2469888475836441,-1.4000000000000004,0.0
2570,Uppsala,3,30,0.9909090909090913,8.8,-0.8,3.441911764705881,9.9,-0.1,-2.45100267379679,-1.0999999999999996,-0.7000000000000001
2571,Uppsala,7,1,2.38125,8.2,-0.7,4.692805755395685,9.9,-0.1,-2.3115557553956845,-1.700000000000001,-0.6
2572,Warsaw,6,28,6.921052631578948,8.9,-1.5,6.590361445783134,9.7,-0.0,0.33069118579581414,-0.7999999999999989,-1.5
2573,Wroclaw,3,13,4.785714285714285,8.8,-0.7,6.396309963099636,9.5,-0.0,-1.6105956773853514,-0.6999999999999993,-0.7
2574,Wroclaw,12,27,10.692857142857141,7.9,-2.5,7.116776315789475,9.8,-0.0,3.576080827067666,-1.9000000000000004,-2.5
2575,Auckland,2,7,13.64,15.6,11.8,14.974305555555556,20.4,10.9,-1.3343055555555559,-4.799999999999999,0.9000000000000004
2576,Auckland,4,8,15.166666666666666,18.6,13.0,15.211801242236021,9.9,10.6,-0.04513457556935485,8.700000000000001,2.4000000000000004
2577,Auckland,12,16,13.183333333333332,14.6,12.1,14.767630057803464,20.2,-2.8,-1.584296724470132,-5.6,14.899999999999999
2578,Auckland,12,27,15.309999999999999,19.0,11.3,14.767630057803464,20.2,-2.8,0.5423699421965349,-1.1999999999999993,14.100000000000001
2579,Brasília,12,1,21.850000000000005,23.2,19.1,21.121546961325976,25.8,-2.8,0.7284530386740293,-2.6000000000000014,21.900000000000002
2580,Canoas,6,4,14.05,15.9,12.2,16.87528735632185,24.8,-2.8,-2.825287356321848,-8.9,15.0
2581,Cape Town,3,18,17.4,20.0,13.8,16.016860465116263,22.1,10.4,1.3831395348837354,-2.1000000000000014,3.4000000000000004
2582,Cape Town,10,28,16.45,19.7,13.9,16.128402366863913,22.0,-2.8,0.32159763313608636,-2.3000000000000007,16.7
2583,Cape Town,12,7,17.975,19.9,13.9,16.530496453900707,21.5,10.4,1.4445035460992948,-1.6000000000000014,3.5
2584,Johannesburg,2,24,12.86,9.3,10.8,14.737654320987666,9.9,10.0,-1.8776543209876664,-0.5999999999999996,0.8000000000000007
2585,Johannesburg,5,23,11.666666666666666,8.5,19.2,15.110967741935486,9.6,-2.8,-3.44430107526882,-1.0999999999999996,22.0
2586,Johannesburg,8,11,14.49,8.5,10.5,14.980291970802922,9.8,10.1,-0.49029197080292164,-1.3000000000000007,0.40000000000000036
2587,Kherson,3,18,7.8625,7.9,-4.4,9.311969111969105,9.8,-0.3,-1.4494691119691057,-1.9000000000000004,-4.1000000000000005
2588,Kiev,10,14,8.866666666666665,7.0,-1.8,8.109689922480623,9.5,-0.2,0.7569767441860424,-2.5,-1.6
2589,Kiev,12,25,3.8500000000000005,8.9,-2.8,5.73851851851852,9.9,-0.1,-1.8885185185185192,-1.0,-2.6999999999999997
2590,Lvov,4,22,8.375,8.8,-2.7,7.037414965986391,9.8,-0.2,1.3375850340136086,-1.0,-2.5
2591,Lvov,9,23,7.681818181818181,9.1,-1.7,6.253846153846153,9.4,-0.0,1.4279720279720278,-0.3000000000000007,-1.7
2592,Marseille,5,20,16.17142857142857,19.3,11.0,15.134782608695655,9.9,-2.8,1.0366459627329156,9.4,13.8
2593,Marseille,8,2,16.619999999999997,23.6,10.9,14.411940298507472,9.9,-2.8,2.208059701492525,13.700000000000001,13.7
2594,Odesa,3,17,11.13,3.5,-3.5,9.479037800687284,9.9,-0.2,1.6509621993127173,-6.4,-3.3
2595,Odesa,11,2,10.22307692307692,8.9,-0.7,10.330364372469624,9.9,-0.3,-0.10728744939270385,-1.0,-0.39999999999999997
2596,Paris,4,15,6.414285714285714,8.5,1.1,10.618631178707217,9.8,-0.9,-4.204345464421503,-1.3000000000000007,2.0
2597,Paris,4,20,9.316666666666666,9.8,14.4,10.618631178707217,9.8,-0.9,-1.3019645120405503,0.0,15.3
2598,Paris,7,10,11.010000000000002,8.2,-2.8,9.645054945054943,9.8,-0.1,1.3649450549450588,-1.6000000000000014,-2.6999999999999997
2599,Stockholm,2,26,8.211111111111112,8.3,-2.9,6.47913385826772,9.5,-0.1,1.731977252843392,-1.1999999999999993,-2.8
2600,Stockholm,4,23,8.063636363636364,5.5,-6.2,5.683265306122453,9.8,-0.0,2.380371057513911,-4.300000000000001,-6.2
2601,Tokyo,9,5,17.599999999999998,20.9,15.2,12.004102564102572,9.9,-0.2,5.595897435897426,10.999999999999998,15.399999999999999
2602,Tokyo,9,29,9.311111111111112,8.9,-0.2,12.004102564102572,9.9,-0.2,-2.6929914529914605,-1.0,0.0
2603,Uppsala,8,7,3.5545454545454547,9.8,-0.4,3.915073529411765,9.9,-0.0,-0.36052807486631044,-0.09999999999999964,-0.4
2604,Warsaw,4,6,4.085714285714285,9.7,-0.6,7.064478764478761,9.7,-0.0,-2.978764478764476,0.0,-0.6
2605,Wroclaw,4,21,4.9,7.5,-0.8,7.410380622837372,9.8,-0.0,-2.5103806228373715,-2.3000000000000007,-0.8
2606,Wroclaw,6,21,6.953846153846154,8.8,-0.3,6.942700729927009,9.9,-0.1,0.011145423919145081,-1.0999999999999996,-0.19999999999999998
2607,Wroclaw,7,26,6.574999999999999,8.7,-3.5,6.946792452830193,9.8,-0.1,-0.3717924528301939,-1.1000000000000014,-3.4
2608,Wroclaw,12,12,9.700000000000001,7.1,-1.9,7.116776315789475,9.8,-0.0,2.583223684210526,-2.700000000000001,-1.9
2609,Auckland,10,7,14.133333333333333,19.0,10.8,15.475352112676063,21.5,-2.8,-1.3420187793427303,-2.5,13.600000000000001
2610,Auckland,10,13,15.3,18.2,12.4,15.475352112676063,21.5,-2.8,-0.17535211267606243,-3.3000000000000007,15.2
2611,Auckland,12,29,15.5,19.0,13.0,14.767630057803464,20.2,-2.8,0.7323699421965362,-1.1999999999999993,15.8
2612,Canoas,1,22,20.150000000000002,23.5,13.3,17.237426900584794,24.7,-2.8,2.9125730994152086,-1.1999999999999993,16.1
2613,Cape Town,3,3,16.4,19.9,12.5,16.016860465116263,22.1,10.4,0.3831395348837354,-2.200000000000003,2.0999999999999996
2614,Cape Town,8,31,16.857142857142858,20.3,10.9,15.97183908045978,21.5,-2.8,0.8853037766830774,-1.1999999999999993,13.7
2615,Cape Town,10,9,11.9,21.3,-2.8,16.128402366863913,22.0,-2.8,-4.228402366863913,-0.6999999999999993,0.0
2616,Hamilton,7,19,14.919999999999998,8.6,18.5,13.776027397260277,9.9,10.0,1.143972602739721,-1.3000000000000007,8.5
2617,Johannesburg,8,2,13.724999999999998,7.3,14.6,14.980291970802922,9.8,10.1,-1.255291970802924,-2.500000000000001,4.5
2618,Johannesburg,12,15,11.6,8.7,10.0,15.238378378378373,9.5,-2.8,-3.6383783783783734,-0.8000000000000007,12.8
2619,Kiev,2,19,7.827272727272727,9.4,-11.1,6.933935018050539,9.4,-0.1,0.8933377092221884,0.0,-11.0
2620,Kiev,2,20,9.1625,8.9,-2.2,6.933935018050539,9.4,-0.1,2.228564981949461,-0.5,-2.1
2621,Kiev,4,12,11.933333333333332,8.0,-2.9,6.4632411067193685,9.5,-0.0,5.470092226613963,-1.5,-2.9
2622,Kiev,10,13,11.700000000000001,20.4,-10.1,8.109689922480623,9.5,-0.2,3.590310077519378,10.899999999999999,-9.9
2623,Lvov,2,1,6.290000000000001,2.3,-1.6,6.717307692307695,9.9,-0.3,-0.4273076923076937,-7.6000000000000005,-1.3
2624,Lvov,7,11,7.477777777777779,9.2,-0.4,6.196885813148788,9.9,-0.1,1.2808919646289905,-0.7000000000000011,-0.30000000000000004
2625,Lvov,11,12,4.207692307692308,9.1,-2.7,7.134163701067614,9.9,-0.0,-2.926471393375306,-0.8000000000000007,-2.7
2626,Marseille,3,14,16.186666666666664,9.5,-2.8,15.234982332155484,9.9,-2.8,0.9516843345111798,-0.40000000000000036,0.0
2627,Marseille,5,19,12.946153846153846,18.4,-2.8,15.134782608695655,9.9,-2.8,-2.188628762541809,8.499999999999998,0.0
2628,Marseille,7,2,14.1875,7.7,10.7,15.225783972125436,9.9,-2.8,-1.038283972125436,-2.2,13.5
2629,Odesa,11,14,10.819999999999999,6.4,10.5,10.330364372469624,9.9,-0.3,0.48963562753037415,-3.5,10.8
2630,Paris,1,18,10.728571428571428,7.2,11.2,10.225461254612537,9.8,-0.4,0.5031101739588912,-2.6000000000000005,11.6
2631,Paris,5,3,11.716666666666667,8.8,10.9,10.252674897119338,9.8,-0.0,1.463991769547329,-1.0,10.9
2632,Paris,10,15,4.8125,4.2,-0.1,10.187450980392152,9.9,-0.1,-5.374950980392152,-5.7,0.0
2633,Paris,12,1,6.945454545454546,9.0,-0.0,10.358275862068965,9.9,-0.0,-3.4128213166144183,-0.9000000000000004,0.0
2634,Tokyo,9,4,5.800000000000001,9.4,1.1,12.004102564102572,9.9,-0.2,-6.2041025641025715,-0.5,1.3
2635,Tokyo,12,12,11.3375,8.6,12.6,12.445664739884393,9.9,-0.2,-1.1081647398843923,-1.3000000000000007,12.799999999999999
2636,Tottori,5,23,16.116666666666667,27.7,11.2,14.698787878787886,9.8,10.0,1.4178787878787809,17.9,1.1999999999999993
2637,Tottori,8,8,15.870000000000001,4.0,12.7,14.964606741573032,9.6,1.3,0.9053932584269688,-5.6,11.399999999999999
2638,Warsaw,1,24,5.800000000000001,17.5,-0.1,6.611578947368425,9.9,-0.1,-0.8115789473684245,7.6,0.0
2639,Warsaw,7,14,4.1875,5.2,-1.9,7.063138686131386,9.8,-0.2,-2.875638686131386,-4.6000000000000005,-1.7
2640,Wroclaw,5,25,10.399999999999999,7.8,15.4,7.266942148760331,9.9,-0.0,3.133057851239667,-2.1000000000000005,15.4
2641,Auckland,5,17,14.566666666666666,18.5,11.5,15.098809523809532,20.4,-2.8,-0.5321428571428655,-1.8999999999999986,14.3
2642,Auckland,9,26,15.366666666666665,19.7,13.0,15.431851851851853,20.5,10.4,-0.06518518518518768,-0.8000000000000007,2.5999999999999996
2643,Brasília,1,15,19.375,23.3,-2.8,20.264324324324317,24.4,-2.8,-0.889324324324317,-1.0999999999999979,0.0
2644,Brasília,11,26,22.4375,23.4,20.7,21.315343915343924,25.3,-2.8,1.1221560846560763,-1.9000000000000021,23.5
2645,Canoas,1,6,20.683333333333334,23.9,13.3,17.237426900584794,24.7,-2.8,3.44590643274854,-0.8000000000000007,16.1
2646,Cape Town,8,11,18.950000000000003,19.6,18.3,15.97183908045978,21.5,-2.8,2.9781609195402226,-1.8999999999999986,21.1
2647,Cape Town,8,28,16.0125,20.3,11.6,15.97183908045978,21.5,-2.8,0.040660919540219,-1.1999999999999993,14.399999999999999
2648,Cape Town,11,1,16.625,19.1,13.6,16.020143884892082,21.6,-2.8,0.6048561151079177,-2.5,16.4
2649,Hamilton,1,31,15.966666666666667,18.4,11.2,13.675824175824168,9.8,-2.8,2.2908424908424987,8.599999999999998,14.0
2650,Hamilton,6,29,9.8,8.7,10.9,13.955921052631577,9.9,10.0,-4.155921052631577,-1.200000000000001,0.9000000000000004
2651,Hamilton,12,5,13.533333333333331,9.1,15.3,14.20736842105263,9.9,10.0,-0.6740350877192984,-0.8000000000000007,5.300000000000001
2652,Johannesburg,3,3,13.466666666666669,8.9,12.2,15.186746987951812,9.8,-2.8,-1.7200803212851437,-0.9000000000000004,15.0
2653,Johannesburg,9,29,13.025,8.1,10.5,15.412413793103436,9.4,10.4,-2.387413793103436,-1.3000000000000007,0.09999999999999964
2654,Kiev,9,18,9.822222222222223,21.4,-0.8,7.117712177121768,9.8,-0.3,2.704510045100455,11.599999999999998,-0.5
2655,Lvov,8,22,7.838461538461538,6.8,-3.5,6.577364864864873,9.9,-0.0,1.2610966735966649,-3.1000000000000005,-3.5
2656,Marseille,3,16,18.7,23.6,10.7,15.234982332155484,9.9,-2.8,3.4650176678445153,13.700000000000001,13.5
2657,Marseille,3,29,15.1,9.9,12.2,15.234982332155484,9.9,-2.8,-0.13498233215548439,0.0,15.0
2658,Marseille,11,24,14.97272727272727,9.6,10.3,14.817695473251026,9.9,-2.8,0.15503179947624446,-0.3000000000000007,13.100000000000001
2659,Odesa,5,7,8.683333333333332,8.0,0.6,9.846296296296302,9.8,-0.0,-1.16296296296297,-1.8000000000000007,0.6
2660,Odesa,5,9,6.742857142857141,9.8,-1.1,9.846296296296302,9.8,-0.0,-3.1034391534391608,0.0,-1.1
2661,Stockholm,6,16,5.130000000000001,6.6,-0.2,6.631785714285718,9.7,-0.1,-1.5017857142857176,-3.0999999999999996,-0.1
2662,Tottori,4,4,15.157142857142858,7.7,18.5,14.348235294117636,9.8,1.3,0.8089075630252225,-2.1000000000000005,17.2
2663,Tottori,9,27,14.62,7.5,12.2,14.647999999999998,9.9,1.4,-0.027999999999998693,-2.4000000000000004,10.799999999999999
2664,Uppsala,12,27,4.6875,7.5,-2.1,3.6486988847583643,9.8,-0.0,1.0388011152416357,-2.3000000000000007,-2.1
2665,Warsaw,2,2,7.418181818181818,7.4,-11.5,7.466798418972326,9.6,-0.3,-0.048616600790508,-2.1999999999999993,-11.2
2666,Wroclaw,2,9,8.9,4.1,-2.5,7.979032258064512,9.8,-0.1,0.9209677419354882,-5.700000000000001,-2.4
2667,Brasília,10,3,21.299999999999997,22.5,19.6,20.99354838709677,24.0,-2.8,0.30645161290322775,-1.5,22.400000000000002
2668,Canoas,5,10,18.674999999999997,23.4,13.9,17.315642458100548,24.7,-2.8,1.359357541899449,-1.3000000000000007,16.7
2669,Canoas,9,15,13.8,13.8,13.8,17.59526627218935,24.5,-2.8,-3.795266272189348,-10.7,16.6
2670,Cape Town,2,6,17.14,19.5,13.7,16.001935483870966,21.2,10.9,1.1380645161290346,-1.6999999999999993,2.799999999999999
2671,Cape Town,3,13,17.666666666666668,20.1,11.4,16.016860465116263,22.1,10.4,1.6498062015504047,-2.0,1.0
2672,Hamilton,3,12,14.55,7.9,15.8,13.682500000000005,9.9,10.1,0.8674999999999962,-2.0,5.700000000000001
2673,Hamilton,10,10,14.65,7.9,14.6,13.93949044585987,9.9,10.0,0.7105095541401312,-2.0,4.6
2674,Hamilton,11,27,11.8,8.8,10.3,13.928846153846148,9.9,10.0,-2.1288461538461476,-1.0999999999999996,0.3000000000000007
2675,Johannesburg,3,26,15.4,18.5,12.2,15.186746987951812,9.8,-2.8,0.21325301204818814,8.7,15.0
2676,Johannesburg,6,10,11.55,8.5,11.2,14.852980132450336,9.8,-2.8,-3.302980132450335,-1.3000000000000007,14.0
2677,Johannesburg,11,11,13.8875,8.3,11.8,14.938181818181823,9.7,10.0,-1.0506818181818236,-1.3999999999999986,1.8000000000000007
2678,Johannesburg,12,23,15.825,9.0,14.6,15.238378378378373,9.5,-2.8,0.5866216216216262,-0.5,17.4
2679,Johannesburg,12,26,15.757142857142856,9.2,11.7,15.238378378378373,9.5,-2.8,0.5187644787644832,-0.3000000000000007,14.5
2680,Kherson,2,28,3.5222222222222226,9.0,-1.4,8.518149466192167,9.8,-0.7,-4.995927243969945,-0.8000000000000007,-0.7
2681,Kherson,4,7,3.66,7.0,-2.8,8.79283018867924,9.9,-0.0,-5.13283018867924,-2.9000000000000004,-2.8
2682,Kherson,10,24,4.125,3.5,-4.3,8.739837398373986,9.9,-0.1,-4.614837398373986,-6.4,-4.2
2683,Kiev,6,5,5.5,6.6,-0.6,6.332269503546096,9.8,-0.1,-0.8322695035460956,-3.200000000000001,-0.5
2684,Kiev,9,10,10.290000000000001,6.4,-6.6,7.117712177121768,9.8,-0.3,3.172287822878233,-3.4000000000000004,-6.3
2685,Lvov,2,15,9.511111111111113,8.9,-0.4,6.717307692307695,9.9,-0.3,2.793803418803418,-1.0,-0.10000000000000003
2686,Lvov,11,14,6.187500000000001,8.2,-1.8,7.134163701067614,9.9,-0.0,-0.9466637010676129,-1.700000000000001,-1.8
2687,Marseille,2,27,17.0,7.1,13.3,14.727819548872189,9.9,-2.8,2.272180451127811,-2.8000000000000007,16.1
2688,Marseille,7,20,17.385714285714286,8.5,11.4,15.225783972125436,9.9,-2.8,2.15993031358885,-1.4000000000000004,14.2
2689,Marseille,10,7,15.622222222222222,7.1,10.7,14.868525896414337,9.9,-2.8,0.7536963258078853,-2.8000000000000007,13.5
2690,Marseille,12,24,15.871428571428572,24.4,10.5,15.15392491467577,9.8,-2.8,0.7175036567528021,14.599999999999998,13.3
2691,Odesa,6,16,9.739999999999998,21.4,-1.2,10.268551236749119,9.8,-0.2,-0.5285512367491201,11.599999999999998,-1.0
2692,Odesa,10,19,10.266666666666667,21.6,-2.8,10.85805243445693,9.8,-0.0,-0.5913857677902623,11.8,-2.8
2693,Odesa,11,12,12.450000000000001,9.9,-1.0,10.330364372469624,9.9,-0.3,2.1196356275303767,0.0,-0.7
2694,Paris,8,1,8.180000000000001,9.9,14.2,10.346181818181812,9.9,-0.9,-2.16618181818181,0.0,15.1
2695,Stockholm,2,13,3.0666666666666664,4.9,2.1,6.47913385826772,9.5,-0.1,-3.4124671916010536,-4.6,2.2
2696,Stockholm,5,27,7.755555555555556,8.0,-4.1,6.164459930313588,9.7,-0.1,1.5910956252419686,-1.6999999999999993,-3.9999999999999996
2697,Stockholm,9,16,5.975,5.3,-1.6,6.266796875000003,9.6,-0.3,-0.29179687500000373,-4.3,-1.3
2698,Tokyo,3,17,16.95,22.0,11.9,12.420441988950278,9.7,-0.0,4.529558011049721,12.3,11.9
2699,Tokyo,9,7,14.012500000000001,3.2,0.3,12.004102564102572,9.9,-0.2,2.008397435897429,-6.7,0.5
2700,Tokyo,10,8,10.580000000000002,5.7,-0.0,12.615527950310554,9.6,-0.0,-2.035527950310552,-3.8999999999999995,0.0
2701,Tottori,1,25,12.333333333333332,9.9,11.9,14.012571428571427,9.9,1.5,-1.6792380952380945,0.0,10.4
2702,Tottori,3,10,4.933333333333334,7.5,2.1,14.279096045197738,9.8,1.6,-9.345762711864404,-2.3000000000000007,0.5
2703,Tottori,10,24,14.771428571428572,8.3,1.9,15.403205128205135,9.6,1.9,-0.631776556776563,-1.299999999999999,0.0
2704,Tottori,10,30,13.200000000000001,9.6,12.0,15.403205128205135,9.6,1.9,-2.203205128205134,0.0,10.1
2705,Warsaw,12,22,13.285714285714286,20.0,-6.4,6.319011406844112,9.6,-0.1,6.966702878870175,10.4,-6.300000000000001
2706,Wroclaw,4,18,4.699999999999999,2.6,-7.4,7.410380622837372,9.8,-0.0,-2.7103806228373726,-7.200000000000001,-7.4
2707,Wroclaw,8,24,7.328571428571428,3.5,-0.9,6.707630522088352,9.8,-0.0,0.6209409064830762,-6.300000000000001,-0.9
2708,Wroclaw,11,26,6.145454545454545,8.3,-0.5,6.827509293680292,9.8,-0.0,-0.6820547482257471,-1.5,-0.5
2709,Auckland,5,1,14.833333333333334,19.1,10.6,15.098809523809532,20.4,-2.8,-0.26547619047619797,-1.2999999999999972,13.399999999999999
2710,Brasília,3,17,19.237499999999997,23.4,-2.8,20.467816091954013,24.5,-2.8,-1.2303160919540161,-1.1000000000000014,0.0
2711,Brasília,8,8,19.433333333333334,23.0,-2.8,20.877005347593588,24.6,-2.8,-1.4436720142602546,-1.6000000000000014,0.0
2712,Canoas,1,7,19.400000000000002,24.4,11.9,17.237426900584794,24.7,-2.8,2.1625730994152086,-0.3000000000000007,14.7
2713,Canoas,2,8,20.825,23.7,15.4,17.813872832369945,24.8,-2.8,3.011127167630054,-1.1000000000000014,18.2
2714,Canoas,2,26,18.514285714285712,24.4,11.4,17.813872832369945,24.8,-2.8,0.7004128819157671,-0.40000000000000213,14.2
2715,Canoas,5,24,16.0,22.3,11.8,17.315642458100548,24.7,-2.8,-1.3156424581005481,-2.3999999999999986,14.600000000000001
2716,Canoas,7,16,20.860000000000003,23.1,17.4,17.534972677595636,25.0,-2.8,3.3250273224043667,-1.8999999999999986,20.2
2717,Canoas,10,22,12.200000000000001,22.7,-2.8,17.41896551724138,25.1,-2.8,-5.218965517241378,-2.400000000000002,0.0
